NAME|ADDL CO INFO|ADDRESS 1|ADDRESS 2|CITY|STATE|ZIP|LATITUDE|LONGITUDE
BARTELL DRUGS #06958||23028 100TH AVE WEST||EDMONDS|WA|98020|47.789644|-122.36699
BARTELL DRUGS #06947||WILDERNESS VILLAGE|22117 SE 237TH ST|MAPLE VALLEY|WA|98038|47.388987|-122.046198
NORTHWEST PRESCRIPTIONS & MEDICAL SUPPLY||1536 N 115TH ST STE 100||SEATTLE|WA|98133|47.712651|-122.337657
WAL-MART PHARMACY 10-0022||4901 SOUTH MILL ROAD||PRYOR|OK|74361|36.263682|-95.332801
SWEET SPRINGS PHARMACY INC||401 S LOCUST ST||SWEET SPRINGS|MO|65351|38.963856|-93.414611
NEW JERSEY CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 06947|819 BARNEGAT AVENUE||SHIP BOTTOM|NJ|08008|39.651859|-74.180268
LOUISIANA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 05327|9194 MANSFIELD RD||SHREVEPORT|LA|71118|32.402546|-93.804179
RPHC LLC||343 N. PENNSYLVANIA AVE.||HANCOCK|MD|21750|39.715866|-78.174596
CENTRAL WASHINGTON FAMILY MEDICINE PHARMACY||1806 W LINCOLN AVE||YAKIMA|WA|98902|46.602885|-120.53389
CVS PHARMACY, INC.|DBA: CVS/PHARMACY  # 01251|842 SOUTH FRANKLIN STREET||HOLBROOK|MA|02343|42.130109|-71.008965
CVS PHARMACY, INC.|DBA: CVS/PHARMACY  # 00705|264 W. BOYLSTON ST.||WEST BOYLSTON|MA|01583|42.345407|-71.787104
VG BEAVERTON PHARMACY|VIRGINIA GARCIA MEMORIAL HEALTH CENTER|2725 SW CEDAR HILLS BLVD STE 200||BEAVERTON|OR|97005|45.500431|-122.809252
BUDA DRUG STORE|PBG PHARMACY SERVICES, INC.|203 RAILROAD ST STE 2-B||BUDA|TX|78610|30.081297|-97.842291
MISSION PHARMACY||22138 MISSION BLVD||HAYWARD|CA|94541|37.677043|-122.089645
CRIVITZ PHARMACY||710 MAIN AVE||CRIVITZ|WI|54114|45.232701|-88.007052
HOLIDAY CVS, L.L.C.|DBA: CVS/PHARMACY  # 07131|12650 SW 88TH ST.||MIAMI|FL|33186|25.685663|-80.399146
KENNEBEC PHARMACY & HOMECARE||839 COMMERCIAL ST||ROCKPORT|ME|04856|44.146909|-69.089395
ESSENTIA HEALTH DULUTH 1ST STREET PHARMACY|PHARMACY|420 E 1ST ST|SUITE A|DULUTH|MN|55805|46.791746|-92.093362
CORNER DRUG STORE||101 W RAILROAD AVE N||MAGNOLIA|MS|39652|31.143712|-90.458922
PUBLIX ALABAMA, LLC|PUBLIX PHAMRACY #1065|3014 ALLISON-BONNETT MEMORIAL DR|STE 130|HUEYTOWN|AL|35023|33.452845|-86.978095
PENNSYLVANIA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 05879|855 S. BROADWAY||WIND GAP|PA|18091|40.838432|-75.296262
WALGREEN CO.|DBA: WALGREENS # 02162|8052 WESTMINSTER BLVD||WESTMINSTER|CA|92683|33.759084|-117.988553
WALGREEN CO.|DBA: WALGREENS # 02622|4142 PACIFIC COAST HWY||TORRANCE|CA|90505|33.807183|-118.357084
WALGREEN CO.|DBA: WALGREENS # 09739|203 N MECHANIC ST||EL CAMPO|TX|77437|29.196838|-96.270153
VICTORY DISTRIBUTORS, LLC|DBA HANNAFORD FOOD & DRUG #8004|193 BOSTON POST ROAD W||MARLBOROUGH|MA|01752|42.339031|-71.590106
WALGREEN CO.|DBA: WALGREENS # 06656|3222 UNIVERSITY AVENUE||SAN DIEGO|CA|92104|32.748665|-117.124632
WAL-MART PHARMACY 10-5402||4650 WEST NORTH AVE||CHICAGO|IL|60639|41.909873|-87.742449
WAL-MART STORES EAST, LP|WAL-MART PHARMACY 10-3430|9011 NE 23RD ST||OKLAHOMA CITY|OK|73141|35.495232|-97.368994
THRIFTY PAYLESS, INC.|RITE AID #5798|262 NORTH HIGHWAY 65||LINDSAY|CA|93247|36.201471|-119.102865
MISSOULA PHARMACY, INC.||1211 S RESERVE ST STE 102||MISSOULA|MT|59801|46.860413|-114.040373
WALGREEN CO.|DBA: WALGREENS # 09619|301 N TYNDALL PKWY||PANAMA CITY|FL|32404|30.153187|-85.591377
WALGREEN CO.|DBA: WALGREENS # 10138|4849 N HWY 146||BAYTOWN|TX|77520|29.769105|-94.917976
WALGREEN CO.|DBA: WALGREENS # 09629|4398 ATLANTA HWY||LOGANVILLE|GA|30052|33.837945|-83.901235
HY-VEE DRUGSTORE CLINIC PHARMACY||321 N MAIN||MARCUS|IA|51035|42.824891|-95.807765
HENRY FORD MEDICAL CENTER PHARMACY||1 FORD PL||DETROIT|MI|48202|42.364334|-83.074238
LEWIS DRUG #10||6109 S  LOUISE AVE||SIOUX FALLS|SD|57108|43.489018|-96.768347
SAFEWAY INC|SAFEWAY PHARMACY #2690|4320 SE KING ROAD||MILWAUKIE|OR|97222|45.447903|-122.618642
CVS PHARMACY, INC.|DBA: CVS/PHARMACY  # 08445|6220 SIENNA PKWY||MISSOURI CITY|TX|77459|29.537931|-95.53464
TENNESSEE CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 386|4805 COLUMBIA PIKE||THOMPSON STATION|TN|37179|35.7872|-86.9116
MEIJER INC #209||12821 CROSSOVER DR||DEWITT|MI|48820|42.829265|-84.540148
GEORGIA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 05995|7395 SPOUT SPRINGS RD.||FLOWERY BRANCH|GA|30542|34.107719|-83.873422
THRIFTY PAYLESS, INC.|RITE AID #6488|105 WASHINGTON AVENUE NORTH||KENT|WA|98032|47.381634|-122.247691
CVS PHARMACY, INC.|DBA: CVS/PHARMACY  # 00038|142 WORCESTER RD.||CHARLTON|MA|01507|42.145354|-71.968647
WAL-MART PHARMACY 10-3771||6150 SOUTH 35TH AVE||PHOENIX|AZ|85041|33.390587|-112.13385
HY-VEE PHARMACY #1056||20 WILSON AVENUE SW||CEDAR RAPIDS|IA|52404|41.955995|-91.658561
MARYLAND CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 00244|115 S. PINEY RD.,||CHESTER|MD|21619|38.973123|-76.269828
MEIJER INC #163||4775 24TH AVENUE||FORT GRATIOT|MI|48059|43.04635|-82.457349
RAINES PHARMACY||346 E WASHINGTON AVE||ASHBURN|GA|31714|31.707149|-83.648944
HANNAFORD BROS. CO., LLC|DBA HANNAFORD SUPERMARKET & PHARMACY #8229|140 ELM PLAZA||WATERVILLE|ME|04901|44.568634|-69.641059
HAYDENS PHARMACY||505 N 4TH ST||YOUNGWOOD|PA|15697|40.245396|-79.57557
NEVADA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 09770|2830 BICENTENNIAL PKWY.||HENDERSON|NV|89044|35.941966|-115.115454
WAL-MART PHARMACY 10-3785||501 NORTH NAVY BLVD.||PENSACOLA|FL|32507|30.393013|-87.278435
KPH HEALTHCARE SERVICES, INC.|KINNEY DRUGS #91|48 MAPLE STREET||POTSDAM|NY|13676|44.667142|-74.992708
WAL-MART PHARMACY 10-3337||3159 ROUTE 9 SOUTH||RIO GRANDE|NJ|08242|39.020438|-74.870872
HOLIDAY CVS, L.L.C.|DBA: CVS/PHARMACY  # 03384|814 N. HWY 27||MINNEOLA|FL|34715|28.590507|-81.752303
CVS PHARMACY, INC.|DBA: CVS/PHARMACY  # 01868|67 CENTRAL ST.||FOXBORO|MA|02035|42.062461|-71.248419
WOODWARD DETROIT CVS, L.L.C.|DBA: CVS/PHARMACY  # 07549|5603 BYRON CENTER SW||WYOMING|MI|49519|42.862509|-85.723428
WALGREEN CO.|DBA: WALGREENS #10496|192 N MAIN STREET||FOND DU LAC|WI|54935|43.784103|-88.447182
PEMBERTON PHARMACY & GIFT||1147 PEMBERTON DR||SALISBURY|MD|21801|38.368576|-75.617141
HIGHLAND PARK CVS, L.L.C.|DBA: CVS/PHARMACY  # 03790|1305 RANDALL RD.||CRYSTAL LAKE|IL|60014|42.1977|-88.3355
WAL-MART PHARMACY 10-0018||1211 HIGHWAY 367 N||NEWPORT|AR|72112|35.617046|-91.252036
MARGRAMON, P.C.|DBA MEDICAP PHARMACY|1206 S. LOCUST ST||GLENWOOD|IA|51534|41.036979|-95.749982
WALGREEN CO|DBA: WALGREENS #15525|201 E. HURON STREET, SUITE 01-210||CHICAGO|IL|60611|41.894838|-87.622532
RIVERWOOD GARRISON CLINIC PHARMACY|RIVERWOOD HEALTHCARE CENTER|27278 STATE HIGHWAY 18|PO BOX 426|GARRISON|MN|56450|46.299965|-93.827087
GUARDIAN PHARMACY OF TAMPA, LLC||9402 INTERNATIONAL CT N||ST PETERSBURG|FL|33716|27.858068|-82.653466
GARFIELD BEACH CVS, L.L.C.|DBA: CVS/PHARMACY  # 08818|997 WOODLAND PKWY.||SAN MARCOS|CA|92069|33.15675|-117.128997
WALGREEN CO|DBA: WALGREENS #09433|3752 MISSION AVE||OCEANSIDE|CA|92058|33.225175|-117.332084
WALGREEN CO|DBA: WALGREENS #07751|3507 CANNON RD||OCEANSIDE|CA|92056|33.171283|-117.254543
THRIFTY PAYLESS, INC.|RITE AID #6493|9502 176TH STREET EAST||PUYALLUP|WA|98375|47.096316|-122.302956
WALGREEN CO|DBA: WALGREENS #10835|906 MARION AVENUE||MCCOMB|MS|39648|31.261962|-90.47153
WAL-MART PHARMACY 10-3857||2151 ROYAL AVE||MONONA|WI|53713|43.043196|-89.350358
TENNESSEE CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 06044|735 HARDING PL.||NASHVILLE|TN|37211|36.08122|-86.759587
KPH HEALTHCARE SERVICES, INC.|KINNEY DRUGS #92|261 UTICA BOULEVARD||BOONVILLE|NY|13309||
MISSISSIPPI CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 05573|401 HWY 12 EAST||STARKVILLE|MS|39759|33.455092|-88.803265
NORTHTOWN DRUG|ANN CLARK|100 MAIN ST|PO BOX 917|SHELBY|MT|59474|48.504747|-111.85561
PUBLIX TENNESSEE, LLC||PUBLIX PHARMACY #1175|1703 WEST MAIN STREET|LEBANON|TN|37087|36.221679|-86.345058
HIGHLAND PARK CVS, L.L.C.|DBA: CVS/PHARMACY  # 06887|915 N. MARKET ST.||MOUNT CARMEL|IL|62863|38.416039|-87.76455
WAL-MART PHARMACY 10-4564||2908 US HWY 70 WEST||GOLDSBORO|NC|27530|35.435905|-78.076639
VIRGINIA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 04038|19305 RUBY DR.||LEESBURG|VA|20176|39.081898|-77.496
WALGREEN CO|DBA: WALGREENS #10718|1202 W UNION AVE||LITCHFIELD|IL|62056|39.177942|-89.666833
HIGHLAND PARK CVS, L.L.C.|DBA: CVS/PHARMACY  # 06885|700 W. MAIN ST.||FAIRFIELD|IL|62837|38.379513|-88.369655
PROHEALTH CARE PHARMACY|DBA PROHEALTH PHARMACY - OCONOMOWOC|791 SUMMIT AVE||OCONOMOWOC|WI|53066|43.100171|-88.486844
WALGREEN EASTERN CO., INC.|DBA:  WALGREENS #10695|1311 ROUTE 37 W||TOMS RIVER|NJ|08755|39.98342|-74.255693
THRIFTY PAYLESS, INC.|RITE AID #6514|16120 BEAR VALLEY ROAD||VICTORVILLE|CA|92395|34.470934|-117.311896
MORRISVILLE PHARMACY AND COMPOUNDING||3500 DAVIS DR||MORRISVILLE|NC|27560|35.818121|-78.845765
WALGREEN CO.|DBA:  WALGREENS #11273|527 E. HWY. 190||COPPERAS COVE|TX|76522|31.117726|-97.901407
SOUTH CAROLINA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 01039|59 GEORGE ST.||CHARLESTON|SC|29401|32.783507|-79.936273
RHODE ISLAND CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 00409|1123 BOSTON NECK RD.||NARRAGANSETT|RI|02882|41.487342|-71.437227
WALGREEN CO.|DBA: WALGREENS #10953|901 S STATE RD||DAVISON|MI|48423|43.019745|-83.517042
VIRGINIA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 07947|1151 PORT REPUBLIC RD.,||HARRISONBURG|VA|22801|38.417305|-78.867542
RITE AID OF PENNSYLVANIA, LLC|RITE AID #7878|1050 NORTHERN BLVD||CLARKS SUMMIT|PA|18411|41.485764|-75.693757
WALGREEN CO|DBA: WALGREENS #11490|634 N. CHURCH STREET||THOMASTON|GA|30286|32.898324|-84.328121
HY-VEE #1449||1501 1ST AVE. E.||NEWTON|IA|50208|41.699023|-93.034197
GERMAN DOBSON CVS, L.L.C.|DBA: CVS/PHARMACY  # 01720|21201 EAST OCOTILLO RD.,||QUEEN CREEK|AZ|85142|33.248448|-111.625545
THE PHARMACY - NORTHSHIRE, LLC||34 WAYS LN||MANCHESTER CENTER|VT|05255|43.172489|-73.06398
SEA MAR COMMUNITY HEALTH CENTER PHARMACY||3030 LIMITED LN NW||OLYMPIA|WA|98502|47.048725|-122.939471
AMERY REGIONAL MEDICAL CENTER|PHARMACY|265 GRIFFIN ST E||AMERY|WI|54001|45.297368|-92.360527
BIDWELL PHARMACY & MEDICAL SUPPLY|BIDWELL PHARMACY & MEDICAL SUPPLY|1200 MANGROVE AVE STE A||CHICO|CA|95926|39.742423|-121.838348
THRIFTY PAYLESS, INC.|RITE AID #6553|9007 N INDIAN TRAIL ROAD||SPOKANE|WA|99208|47.740124|-117.485612
CVS PHARMACY, INC.|DBA: CVS/PHARMACY  # 04471|600 STATE ST||SPRINGFIELD|MA|01109|42.109845|-72.572496
PUBLIX SUPER MARKETS, INC.|PUBLIX PHARMACY #1160|525 SOUTH BELCHER ROAD||CLEARWATER|FL|33764|27.959629|-82.744879
GRAND ST. PAUL CVS, L.L.C.|DBA: CVS/PHARMACY  # 00241|19605 PILOT KNOB RD.||FARMINGTON|MN|55024|44.666558|-93.17693
SAFEWAY INC|SAFEWAY PHARMACY #2646|735 7TH AVENUE||SAN FRANCISCO|CA|94118|37.774635|-122.465086
TENNESSEE CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 02198|1078 EAST 10TH ST.||COOKEVILLE|TN|38501|36.176338|-85.480955
PUBLIX SUPER MARKETS, INC.|PUBLIX PHARMACY #1145|3642 SAVANNAH HIGHWAY #132||JOHNS ISLAND|SC|29455|32.804733|-80.111465
CVS MANCHESTER NH, L.L.C.|DBA: CVS/PHARMACY  # 07932|432 S. MAIN ST.||MANCHESTER|NH|03102|42.9743|-71.480349
THE VONS COMPANIES INC|VONS PHARMACY #2735|2495 TRUXTON ROAD, SUITE 100||SAN DIEGO|CA|92106|32.73693|-117.216488
WALGREEN EASTERN CO., INC.|DBA:  WALGREENS #10256|1140 N. MAIN ST.||PROVIDENCE|RI|02904|41.851561|-71.402428
SAFEWAY INC|SAFEWAY PHARMACY #3122|2550 BELL ROAD||AUBURN|CA|95603|38.942637|-121.0927
SCHEFFE PRESCRIPTION SHOP||127 E RANDOLPH AVE||ENID|OK|73701|36.397574|-97.87699
SANFORD PHARMACY THIEF RIVER FALLS||3001 SANFORD PARKWAY||THIEF RIVER FALLS|MN|56701|48.088746|-96.197133
STOP & SHOP PHARMACY #2505||999 MONTAUK HIGHWAY||SHIRLEY|NY|11967|40.802639|-72.859761
MISSISSIPPI CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 02038|25820 W. MAIN STREET||WEST POINT|MS|39773|33.606993|-88.659929
WAL-MART PHARMACY 10-4581||2500 DAWES ROAD||MOBILE|AL|36695|30.639591|-88.248233
HY-VEE BEDELS PHARMACY (1634)||409 WEST 5TH STREET||STORM LAKE|IA|50588|42.644615|-95.205444
WALGREEN CO|DBA: WALGREENS #10762|2040 DOUGLAS AVE||BREWTON|AL|36426|31.140991|-87.068681
WAL-MART PHARMACY 10-4383||5851 MERCURY DRIVE||DEARBORN|MI|48126|42.332507|-83.208875
SAFEWAY INC|SAFEWAY PHARMACY #0502|5702 SUMMITVIEW AVENUE||YAKIMA|WA|98908|46.599867|-120.584574
AIDS HEALTHCARE FOUNDATION|AHF PHARMACY|3135 STATE ROAD 580 STE 1||SAFETY HARBOR|FL|34695|28.024399|-82.707061
APPLE DISCOUNT DRUGS #2||1210 NANTICOKE RD|UNIT 11|SALISBURY|MD|21801|38.368709|-75.618109
SBW PHARMACY, INC|D/B/A REYNOLDS PHARMACY|3676 N HERMITAGE RD STE 6|P.O. BOX 103|TRANSFER|PA|16154|41.331548|-80.412406
PENNSYLVANIA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 05093|100 MARKET ST.,||WARREN|PA|16365|41.843954|-79.144851
RANDALLS FOOD AND DRUGS LP|RANDALLS PHARMACY #1773|2225 LOUISIANA STREET||HOUSTON|TX|77002|29.749108|-95.37478
SAFEWAY INC|SAFEWAY PHARMACY #2683|2207 FRANCISCO DRIVE||EL DORADO HILLS|CA|95762|38.7108|-121.085437
ROGERSVILLE PHARMACY|L&J PHARMACY INC|317 S MAIN ST||ROGERSVILLE|MO|65742|37.111698|-93.058417
US ARMY- RAYMOND W BLISS HLTH CNT||2240 WINROW RD RM 102-24||FORT HUACHUCA|AZ|85613|31.552899|-110.359627
MEMORIAL HOSPITAL FOR CANCER AND ALLIED DISEASES|MEMORIAL SLOAN-KETTERING CANCER CENTER|1275 YORK AVE|C/O PHARMACY|NEW YORK|NY|10065|40.764379|-73.956796
CVS PHARMACY, INC.|DBA: CVS/PHARMACY  # 08394|1210 N. ALMA DRIVE||ALLEN|TX|75013|33.115855|-96.698094
CHICOT MEMORIAL MEDICAL CENTER||2729 S HIGHWAY 65 82|ATTN: PHARMACY|LAKE VILLAGE|AR|71653|33.306323|-91.289553
NEWBURGH PHARMACY INC|NEWBURGH PHARMACY INC|600 BROADWAY|SUITE 1|NEWBURGH|NY|12550|41.503953|-74.018843
WALGREEN CO|DBA: WALGREENS #10487|6745 E SOUTHPORT ROAD||INDIANAPOLIS|IN|46237|39.666431|-86.048627
WALGREEN CO|DBA: WALGREENS #10083|2301 10TH AVE S||GREAT FALLS|MT|59405|47.494304|-111.267601
WALGREEN LOUISIANA CO., INC.|DBA: WALGREENS #10508|4097 RYAN ST||LAKE CHARLES|LA|70605|30.18355|-93.21834
GOOD DAY PHARMACY #3|GOOD DAY PHARMACY|7702 5TH ST UNIT 101||WELLINGTON|CO|80549|40.697032|-105.001914
BUBBLEPACK PHARMACY||2202 ESSINGTON RD|SUITE 104|JOLIET|IL|60435|41.562137|-88.160588
PENNSYLVANIA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 01188|101 S. MAIN ST.||OLD FORGE|PA|18518|41.371174|-75.735039
GREGORY DRUG||604 MAIN ST||GREGORY|SD|57533|43.232578|-99.431241
GARFIELD BEACH CVS, L.L.C.|DBA: CVS/PHARMACY  # 07079|2200 N. HARBOR BLVD. (NEC)||FULLERTON|CA|92835||
THE HEALTH & HOSPITAL CORPORATION OF MARION COUNTY|D/B/A ESKENAZI HEALTH PHARMACY PECAR|6940 MICHIGAN RD||INDIANAPOLIS|IN|46268|39.881714|-86.211209
GEORGIA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 00154|6031 FAIRBURN RD.||DOUGLASVILLE|GA|30134|33.751281|-84.730805
WAL-MART PHARMACY 10-3888||11210 POTRANCO ROAD||SAN ANTONIO|TX|78253|29.435264|-98.712353
OSF HOLY FAMILY MEDICAL CENTER||1000 WEST HARLEM AVENUE||MONMOUTH|IL|61462|40.921432|-90.659157
WAL-MART PHARMACY 10-4322||1800 EAST 29TH STREET||CRETE|NE|68333|40.6176|-96.9565
INDEPENDENCE PHARMACY, INC.|DBA: HI-SCHOOL PHARMACY #2700|1357 MONMOUTH ST||INDEPENDENCE|OR|97351|44.850223|-123.205414
KPH HEALTHCARE SERVICES, INC.|KINNEY DRUGS #93|957 MEMORIAL DRIVE||SAINT JOHNSBURY|VT|05819|44.446206|-72.015859
KPH HEALTHCARE SERVICES, INC.|KINNEY DRUGS #94|407 BROAD STREET||LYNDONVILLE|VT|05851|44.525517|-72.001033
LEWIS FAMILY DRUG #70|LEWIS FAMILY DRUG, LLC|127 E 2ND AVE.||FLANDREAU|SD|57028|44.049154|-96.594016
CHC OF SNOHOMISH COUNTY|EVERETT-SOUTH PHARMACY|1019 112TH ST SW||EVERETT|WA|98204|47.897676|-122.247349
UNIVERSITY OF KANSAS HOSPITAL|CANCER CENTER PHARMACY|2330 SHAWNEE MISSION PKWY||WESTWOOD|KS|66205|39.034045|-94.613076
SUSQUEHANNA HEALTH PHARMACY||740 HIGH ST STE 1001||WILLIAMSPORT|PA|17701|41.246365|-77.015904
STAT RX PHARMACY, INC.||235 EAST 167TH STREET||BRONX|NY|10456|40.833828|-73.915266
WALGREEN CO.|DBA:  WALGREENS #10656|1902 MOUNT RUSHMORE RD.||RAPID CITY|SD|57701|44.067325|-103.232172
WALGREEN EASTERN CO., INC.|DBA:  WALGREENS #11806|114 BEVERLEY RD.||BROOKLYN|NY|11218|40.642718|-73.978627
WALGREEN CO.|DBA:  WALGREENS #10287|9848 GILEAD RD.||HUNTERSVILLE|NC|28078|35.406086|-80.865147
SILVER CREEK PHARMACY & GIFTS||945 MARKET ST||LA CYGNE|KS|66040|38.344898|-94.752291
MARYLAND CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 00352|1519 ROCK SPRING RD.||FOREST HILL|MD|21050|39.560281|-76.371279
PENNSYLVANIA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 05762|1530 COWPATH RD.||HATFIELD|PA|19440|40.272506|-75.288295
WALGREEN CO|DBA: WALGREENS #07970|45 S EL CAMINO REAL||MILLBRAE|CA|94030|37.597748|-122.387167
KANSAS CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 00676|2300 IOWA ST.||LAWRENCE|KS|66046|38.941938|-95.260277
CATHLAMET PHARMACY, INC.|CATHLAMET PHARMACY #1148|74 MAIN ST|PO BOX 37|CATHLAMET|WA|98612|46.202382|-123.384976
WALGREEN CO|DBA: WALGREENS #10715|131 N 26TH ST||ARKADELPHIA|AR|71923|34.12185|-93.080613
TWIN CITY PHARMACY||1708 PARK AVE||SOUTH PLAINFIELD|NJ|07080|40.597606|-74.401346
YOUNG'S PHARMACY & GENERAL STORE, LLC||1636 BURDEN LAKE RD||AVERILL PARK|NY|12018|42.634264|-73.554004
THRIFTY PAYLESS, INC.|RITE AID #6529|894 OAK VALLEY PARKWAY STE B||BEAUMONT|CA|92223|33.947193|-116.970265
WOODWARD DETROIT CVS, L.L.C.|DBA: CVS/PHARMACY  # 05406|50980 NORTH AVENUE||MACOMB TOWNSHIP|MI|48042|42.673035|-82.877555
THRIFTY PAYLESS, INC.|RITE AID #6443|4994 JOE HOWARD STREET|PO BOX 1159|MARIPOSA|CA|95338|37.492285|-119.974335
WAL-MART PHARMACY 10-4333||10040 COUNTY ROAD 48||FAIRHOPE|AL|36533|30.523486|-87.848762
GEORGIA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 06369|5690 OGEECHEE RD.||SAVANNAH|GA|31405|32.030308|-81.220998
WALGREEN CO.|DBA:  WALGREENS #10416|2902 GODWIN BLVD.||SUFFOLK|VA|23434|36.775004|-76.58272
HY-VEE PHARMACY #1303||3721 W TRUMAN BLVD||JEFFERSON CITY|MO|65109|38.587008|-92.255696
RITE AID OF PENNSYLVANIA, LLC|RITE AID #7924|2270 NOBLESTOWN ROAD||PITTSBURGH|PA|15205|40.428765|-80.053675
SAFEWAY INC|SAFEWAY PHARMACY #2712|11050 BOLLINGER CANYON ROAD||SAN RAMON|CA|94582|37.773882|-121.922136
MEIJER PHARMACY #240||3711 STONE CREEK BLVD.||CINCINNATI|OH|45251|39.253212|-84.602321
ATRIUM MEDICAL CENTER||1 MEDICAL CENTER DR||MIDDLETOWN|OH|45005|39.49844|-84.313775
MIAMI VALLEY HOSPITAL SOUTH||2400 MIAMI VALLEY DR||CENTERVILLE|OH|45459|39.654265|-84.113329
J RUTOWSKI OF ELMA INC|D/B/A CY'S ELMA PHARMACY|2317 BOWEN RD|PO BOX 90|ELMA|NY|14059|42.83415|-78.636665
CHILDREN'S HOSPITAL COLORADO PHARMACY|ATTN:  PHARMACY|13123 E 16TH AVE||AURORA|CO|80045|39.742457|-104.83575
GUARDIAN PHARMACY OF MAINE, LLC|GUARDIAN PHARMACY OF MAINE, LLC|3 BUSINESS PKWY STE 2||BRUNSWICK|ME|04011|43.906227|-69.999459
WELLSHIRE PHARMACY||4141 E DICKENSON PL||DENVER|CO|80222|39.672509|-104.939506
MEIJER INC #242||36865 26 MILE RD.||LENOX|MI|48048|42.72071|-82.740357
WAL-MART PHARMACY 10-3407||1060 SOUTH WATSON||BUCKEYE|AZ|85326|33.437095|-112.55658
WALGREEN CO.|DBA:  WALGREENS #10873|2950 N. OAKLAND AVE.||MILWAUKEE|WI|53211|43.072048|-87.887712
HOOK-SUPERX, L.L.C.|DBA: CVS/PHARMACY  # 07541|5981 WEST BROADWAY||MCCORDSVILLE|IN|46055|39.896283|-85.917954
NEW JERSEY CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY # 07842|180 GREENTREE RD.||MARLTON|NJ|08053|39.912407|-74.925193
MEDICAP PHARMACY|GRX HOLDINGS, LLC|2527 EASTON BLVD||DES MOINES|IA|50317|41.607357|-93.569354
WALGREEN CO.|W002 DBA:  WALGREENS #07690|100 N. MEMORIAL DR||NEW CASTLE|IN|47362|39.931602|-85.381402
WAL-MART STORES EAST, LP|WAL-MART PHARMACY 10-4521|1780 SOUTH LAKE DRIVE||LEXINGTON|SC|29073|33.912965|-81.226353
HOLMES REGIONAL MEDICAL CENTER INC|HEALTH FIRST FAMILY PHARMACY|1350 HICKORY ST||MELBOURNE|FL|32901|28.087707|-80.61432
RX INSTITUTIONAL SERVICES, LLC||1419 BOARDMAN CANFIELD RD STE 340||BOARDMAN|OH|44512|41.023556|-80.708625
WALGREEN CO|DBA: WALGREENS #11086|2229 S MAIN ST||FORT SCOTT|KS|66701|37.813089|-94.705224
TRENTON MEDICAL CENTER INC|PALMS PHARMACY OF TRENTON|911 S MAIN ST||TRENTON|FL|32693|29.607364|-82.818621
THRIFTY PAYLESS, INC.|RITE AID #6486|1180 N STATE STREET||SAN JACINTO|CA|92583|33.802607|-116.9723
NORTH CAROLINA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 03440|1602 PROVIDENCE RD., SOUTH||WAXHAW|NC|28173|34.988503|-80.773942
WALGREEN CO.|DBA:  WALGREENS #10295|1321 DELAWARE AVE.||MARION|OH|43302|40.565417|-83.120663
WAL-MART STORES EAST, LP||WAL-MART PHARMACY 10-4384|3000 PROPRIETORS PLACE|MOUNT PLEASANT|SC|29466|32.862222|-79.787563
WALGREEN CO.|DBA:  WALGREENS #10691|5006 BOONSBORO RD.||LYNCHBURG|VA|24503|37.44726|-79.222382
CHURCHILL PHARMACY||1190 W TURNPIKE AVE|STE 2|BISMARCK|ND|58501|46.826215|-100.812529
GEORGIA CVS PHARMACY, L.L.C.|DBA: CVS/PHARMACY  # 05725|3940 JONESBORO RD.||UNION CITY|GA|30291|33.562701|-84.517954
CVS PHARMACY, INC.|DBA: CVS/PHARMACY  # 01057|9140 GUILBEAU||SAN ANTONIO|TX|78250|29.518888|-98.662216
OUTPATIENT PHARMACY OF THE NEMOURS FOUNDATION||1600 ROCKLAND RD||WILMINGTON|DE|19803|39.777493|-75.557451
VICTORY DISTRIBUTORS, LLC|DBA HANNAFORD SUPERMARKET & PHARMACY #8014|158 NORTH MAIN STREET||UXBRIDGE|MA|01569|42.082284|-71.638143
